#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), S11re (), S11im (), S11dB (dB), S11Ph (rad), S22re (), S22im (), S22dB (dB), S22Ph (rad), Power (dBm)
5.2657040000e+09, 4.4494290000e-03, 7.0730770000e-04, -4.6925531148e+01, -1.9224970571e+03, 1.4287000000e-02, -3.7966980000e-02, -2.7836730982e+01, -1.2108858313e+00, 1.0420570000e-02, -4.0433730000e-02, -2.7585843253e+01, -1.1134423647e+03, 0.0000000000e+00
5.2684020000e+09, 2.9878700000e-03, -3.3363640000e-03, -4.6976973928e+01, -1.9234951510e+03, 1.4142890000e-02, -3.7525990000e-02, -2.7936542002e+01, -1.2103762428e+00, 7.3625570000e-05, -3.8942340000e-02, -2.8191543592e+01, -1.1136927051e+03, 0.0000000000e+00
5.2711000000e+09, -1.1780320000e-03, -4.2979640000e-03, -4.7020152028e+01, -1.9244930210e+03, 1.4295770000e-02, -3.7130780000e-02, -2.8005015647e+01, -1.2032776405e+00, -5.1436450000e-03, -3.2806430000e-02, -2.9575351687e+01, -1.1138501173e+03, 0.0000000000e+00
5.2737980000e+09, -4.1557810000e-03, -1.5071330000e-03, -4.7090317556e+01, -1.9254483888e+03, 1.4653780000e-02, -3.6991110000e-02, -2.8004983758e+01, -1.1936191152e+00, -5.4191420000e-03, -2.6551990000e-02, -3.1340819546e+01, -1.1138959261e+03, 0.0000000000e+00
5.2764960000e+09, -3.5260290000e-03, 2.7499390000e-03, -4.6990776139e+01, -1.9264586588e+03, 1.4948610000e-02, -3.7280620000e-02, -2.7922833672e+01, -1.1894494056e+00, -2.8896150000e-03, -2.2182290000e-02, -3.3006793450e+01, -1.1138241330e+03, 0.0000000000e+00
5.2791940000e+09, 3.3914710000e-04, 4.4683120000e-03, -4.6972182781e+01, -1.9274428482e+03, 1.5081100000e-02, -3.7569110000e-02, -2.7854534797e+01, -1.1890639388e+00, 1.3005250000e-03, -1.9773590000e-02, -3.4059543311e+01, -1.1136289195e+03, 0.0000000000e+00
5.2818920000e+09, 3.8771370000e-03, 2.1623790000e-03, -4.7053558101e+01, -1.9284291340e+03, 1.4946590000e-02, -3.7828700000e-02, -2.7813565657e+01, -1.1945104506e+00, 6.3144610000e-03, -2.0233530000e-02, -3.3474943649e+01, -1.1133920944e+03, 0.0000000000e+00
5.2845900000e+09, 3.9604900000e-03, -2.0838870000e-03, -4.6983609846e+01, -1.9294222523e+03, 1.4606190000e-02, -3.7910720000e-02, -2.7823677690e+01, -1.2030448518e+00, 1.0289140000e-02, -2.4073710000e-02, -3.1640496174e+01, -1.1132906927e+03, 0.0000000000e+00
5.2872880000e+09, 4.6239990000e-04, -4.4504140000e-03, -4.6985359607e+01, -1.9304051567e+03, 1.4479900000e-02, -3.7758360000e-02, -2.7863862961e+01, -1.2046044580e+00, 1.0552890000e-02, -3.0140850000e-02, -2.9914703744e+01, -1.1133578147e+03, 0.0000000000e+00
5.2899860000e+09, -3.4424410000e-03, -2.8810450000e-03, -4.6957072692e+01, -1.9313826312e+03, 1.4398950000e-02, -3.7415440000e-02, -2.7939179405e+01, -1.2034270222e+00, 5.5556060000e-03, -3.5112360000e-02, -2.8983413804e+01, -1.1135376729e+03, 0.0000000000e+00
5.2926840000e+09, -4.2271880000e-03, 1.3038770000e-03, -4.7084266260e+01, -1.9323786731e+03, 1.4458150000e-02, -3.7256050000e-02, -2.7966811162e+01, -1.2006120069e+00, -2.5305110000e-03, -3.4940080000e-02, -2.9110801674e+01, -1.1137668938e+03, 0.0000000000e+00
5.2953820000e+09, -1.2140340000e-03, 4.3503090000e-03, -4.6903896967e+01, -1.9333781336e+03, 1.4775910000e-02, -3.7215620000e-02, -2.7949771115e+01, -1.1928484480e+00, -8.3754030000e-03, -2.7565930000e-02, -3.0809073239e+01, -1.1139895641e+03, 0.0000000000e+00
5.2980800000e+09, 2.8456740000e-03, 3.3780350000e-03, -4.7097654148e+01, -1.9343503466e+03, 1.4886930000e-02, -3.7289680000e-02, -2.7925969986e+01, -1.1909592146e+00, -6.7048790000e-03, -1.7049530000e-02, -3.4741238607e+01, -1.1140692773e+03, 0.0000000000e+00
5.3007780000e+09, 4.3857280000e-03, -5.8987400000e-04, -4.7081305025e+01, -1.9353547708e+03, 1.4882940000e-02, -3.7481550000e-02, -2.7887810476e+01, -1.1928151128e+00, 3.0781840000e-03, -1.0228240000e-02, -3.9427443871e+01, -1.1134022680e+03, 0.0000000000e+00
5.3034760000e+09, 1.8848940000e-03, -4.0679210000e-03, -4.6967865138e+01, -1.9363579662e+03, 1.4821700000e-02, -3.7579250000e-02, -2.7873110293e+01, -1.1951166185e+00, 1.6365180000e-02, -1.2532210000e-02, -3.3717384095e+01, -1.1127773266e+03, 0.0000000000e+00
5.3061740000e+09, -2.1652020000e-03, -3.7956950000e-03, -4.7190712345e+01, -1.9373102687e+03, 1.4711240000e-02, -3.7718230000e-02, -2.7853984031e+01, -1.1989142425e+00, 2.5205800000e-02, -2.4296730000e-02, -2.9116287673e+01, -1.1128908355e+03, 0.0000000000e+00
5.3088720000e+09, -4.4099840000e-03, -1.1208910000e-04, -4.7108454957e+01, -1.9383372556e+03, 1.4528490000e-02, -3.7537290000e-02, -2.7904514329e+01, -1.2015107185e+00, 2.2864140000e-02, -4.0529250000e-02, -2.6644640730e+01, -1.1131809619e+03, 0.0000000000e+00
5.3115700000e+09, -2.6058030000e-03, 3.5579470000e-03, -4.7110983441e+01, -1.9393013288e+03, 1.4469590000e-02, -3.7393710000e-02, -2.7938061767e+01, -1.2015881380e+00, 8.8427080000e-03, -5.1203910000e-02, -2.5686307856e+01, -1.1135235865e+03, 0.0000000000e+00
5.3142680000e+09, 1.4806470000e-03, 4.1771230000e-03, -4.7068436549e+01, -1.9402741112e+03, 1.4416180000e-02, -3.7274300000e-02, -2.7966407838e+01, -1.2017562489e+00, -9.6946070000e-03, -4.8869100000e-02, -2.6051677184e+01, -1.1138904322e+03, 0.0000000000e+00
5.3169660000e+09, 4.1920300000e-03, 9.6551740000e-04, -4.7327029459e+01, -1.9412778856e+03, 1.4756860000e-02, -3.7034750000e-02, -2.7987838354e+01, -1.1916183916e+00, -2.1953400000e-02, -3.3693890000e-02, -2.7912282124e+01, -1.1142720628e+03, 0.0000000000e+00
5.3196640000e+09, 3.1975620000e-03, -3.0217320000e-03, -4.7132008328e+01, -1.9422613939e+03, 1.4859400000e-02, -3.7133100000e-02, -2.7959699028e+01, -1.1901469495e+00, -1.9631150000e-02, -1.3582390000e-02, -3.2442292591e+01, -1.1146601369e+03, 0.0000000000e+00
5.3223620000e+09, -8.3146920000e-04, -4.4042860000e-03, -4.6970400339e+01, -1.9432616466e+03, 1.4925930000e-02, -3.7306900000e-02, -2.7919382328e+01, -1.1902167011e+00, -3.5054610000e-03, -1.2735280000e-03, -4.8566687990e+01, -1.1149169196e+03, 0.0000000000e+00
5.3250600000e+09, -4.0176340000e-03, -1.6676790000e-03, -4.7230206551e+01, -1.9442524058e+03, 1.4794560000e-02, -3.7573720000e-02, -2.7876356657e+01, -1.1956915909e+00, 1.5840860000e-02, -4.6997810000e-03, -3.5638042858e+01, -1.1124122142e+03, 0.0000000000e+00
5.3277580000e+09, -3.6918160000e-03, 2.3685640000e-03, -4.7158039433e+01, -1.9452162798e+03, 1.4510170000e-02, -3.7607320000e-02, -2.7891852416e+01, -1.2025616434e+00, 2.5330220000e-02, -2.0983190000e-02, -2.9658071358e+01, -1.1128156106e+03, 0.0000000000e+00
5.3304560000e+09, 2.7923570000e-05, 4.3715780000e-03, -4.7187058175e+01, -1.9462230363e+03, 1.4280290000e-02, -3.7222640000e-02, -2.7987526891e+01, -1.2044678621e+00, 1.8586730000e-02, -3.7586950000e-02, -2.7549205244e+01, -1.1132353581e+03, 0.0000000000e+00
5.3331540000e+09, 3.6903350000e-03, 2.3593050000e-03, -4.7170406301e+01, -1.9472186146e+03, 1.3505050000e-02, -3.7216760000e-02, -2.8047997649e+01, -1.2226975004e+00, 2.5631560000e-03, -4.1592710000e-02, -2.7603193867e+01, -1.1136330484e+03, 0.0000000000e+00
5.3358520000e+09, 3.9077740000e-03, -1.7394400000e-03, -4.7376355607e+01, -1.9482062360e+03, 1.3728660000e-02, -3.7155850000e-02, -2.8043678407e+01, -1.2168663732e+00, -1.0713430000e-02, -2.9700820000e-02, -3.0013413070e+01, -1.1140407811e+03, 0.0000000000e+00
5.3385500000e+09, 6.5829560000e-04, -4.2646290000e-03, -4.7300106765e+01, -1.9492050886e+03, 1.3973150000e-02, -3.7155700000e-02, -2.8025002920e+01, -1.2110877654e+00, -9.0490840000e-03, -1.0658510000e-02, -3.7088759940e+01, -1.1143985094e+03, 0.0000000000e+00
5.3412480000e+09, -3.0872840000e-03, -2.9705900000e-03, -4.7362283996e+01, -1.9501629005e+03, 1.4084730000e-02, -3.7557460000e-02, -2.7934594977e+01, -1.2120097249e+00, 8.3410810000e-03, 1.1151980000e-03, -4.1498606425e+01, -1.1119908881e+03, 0.0000000000e+00
5.3439460000e+09, -4.1748970000e-03, 9.7964030000e-04, -4.7354310216e+01, -1.9511595183e+03, 1.3941900000e-02, -3.7736630000e-02, -2.7909061283e+01, -1.2168978865e+00, 3.0200550000e-02, -4.0911870000e-03, -3.0320726352e+01, -1.1122584470e+03, 0.0000000000e+00
5.3466440000e+09, -1.5562560000e-03, 4.1681400000e-03, -4.7034373900e+01, -1.9521424939e+03, 1.3565410000e-02, -3.7812880000e-02, -2.7921410739e+01, -1.2263468524e+00, 4.2591130000e-02, -2.4048440000e-02, -2.6211785830e+01, -1.1126378091e+03, 0.0000000000e+00
5.3493420000e+09, 2.5714380000e-03, 3.4788870000e-03, -4.7278113718e+01, -1.9531363585e+03, 1.3223830000e-02, -3.7624590000e-02, -2.7984719372e+01, -1.2328145337e+00, 3.7816840000e-02, -4.7340960000e-02, -2.4351825056e+01, -1.1130205755e+03, 0.0000000000e+00
5.3520400000e+09, 4.3072390000e-03, -2.7102600000e-04, -4.7298859299e+01, -1.9541334711e+03, 1.3073820000e-02, -3.7170970000e-02, -2.8089388014e+01, -1.2325889243e+00, 1.9537040000e-02, -6.1417820000e-02, -2.3815497606e+01, -1.1133866167e+03, 0.0000000000e+00
5.3547380000e+09, 2.1569710000e-03, -3.6993480000e-03, -4.7366551479e+01, -1.9551135505e+03, 1.3175840000e-02, -3.6844640000e-02, -2.8149878614e+01, -1.2273622810e+00, -2.3644790000e-03, -6.0583690000e-02, -2.4346275389e+01, -1.1137336042e+03, 0.0000000000e+00
5.3574360000e+09, -1.9181670000e-03, -3.8084220000e-03, -4.7403238860e+01, -1.9561080018e+03, 1.3414930000e-02, -3.6777130000e-02, -2.8145945184e+01, -1.2210307755e+00, -1.7729050000e-02, -4.7136050000e-02, -2.5958291011e+01, -1.1140543524e+03, 0.0000000000e+00
5.3601340000e+09, -4.2749430000e-03, -4.3522050000e-04, -4.7336611654e+01, -1.9571107654e+03, 1.3629460000e-02, -3.6686600000e-02, -2.8148351343e+01, -1.2150883791e+00, -2.1431350000e-02, -2.8307610000e-02, -2.8994145851e+01, -1.1143426177e+03, 0.0000000000e+00
5.3628320000e+09, -2.7702770000e-03, 3.3784700000e-03, -4.7192283297e+01, -1.9580962140e+03, 1.3615890000e-02, -3.6974020000e-02, -2.8089766112e+01, -1.2179516239e+00, -1.2818760000e-02, -1.2171600000e-02, -3.5051938207e+01, -1.1145058845e+03, 0.0000000000e+00
5.3655300000e+09, 1.2880980000e-03, 4.1862900000e-03, -4.7170558443e+01, -1.9590815204e+03, 1.3498010000e-02, -3.7050760000e-02, -2.8082821495e+01, -1.2214293537e+00, 3.8544650000e-03, -6.1108480000e-03, -4.2823347908e+01, -1.1131318667e+03, 0.0000000000e+00
5.3682280000e+09, 4.0491660000e-03, 1.1174240000e-03, -4.7533935559e+01, -1.9600845536e+03, 1.3272770000e-02, -3.6947320000e-02, -2.8121210272e+01, -1.2259181541e+00, 1.9692250000e-02, -1.3104210000e-02, -3.2521960049e+01, -1.1127109593e+03, 0.0000000000e+00
5.3709260000e+09, 3.2383780000e-03, -2.6970190000e-03, -4.7505324987e+01, -1.9610482571e+03, 1.3202070000e-02, -3.6515790000e-02, -2.8216857647e+01, -1.2238744374e+00, 2.5748080000e-02, -2.9083270000e-02, -2.8213682620e+01, -1.1129699490e+03, 0.0000000000e+00
5.3736240000e+09, -4.5811150000e-04, -4.1888200000e-03, -4.7506529280e+01, -1.9620335445e+03, 1.3309240000e-02, -3.6205650000e-02, -2.8274014581e+01, -1.2185280105e+00, 1.8254910000e-02, -4.4560850000e-02, -2.6347159021e+01, -1.1133057874e+03, 0.0000000000e+00
5.3763220000e+09, -3.8055380000e-03, -1.9185970000e-03, -4.7408092150e+01, -1.9630284391e+03, 1.3608680000e-02, -3.5971470000e-02, -2.8299898887e+01, -1.2091192849e+00, 1.1635580000e-03, -4.9959280000e-02, -2.6025321479e+01, -1.1136713098e+03, 0.0000000000e+00
5.3790200000e+09, -3.6391450000e-03, 2.0703950000e-03, -4.7562202693e+01, -1.9640126641e+03, 1.3858950000e-02, -3.6053690000e-02, -2.8262489164e+01, -1.2038122725e+00, -1.4903890000e-02, -4.0869050000e-02, -2.7229858707e+01, -1.1140442831e+03, 0.0000000000e+00
5.3817180000e+09, -2.7414610000e-04, 4.2009070000e-03, -4.7514682588e+01, -1.9650010384e+03, 1.4016000000e-02, -3.6248080000e-02, -2.8209162007e+01, -1.2018349630e+00, -1.9275380000e-02, -2.2735080000e-02, -3.0513796510e+01, -1.1143978260e+03, 0.0000000000e+00
5.3844160000e+09, 3.3298780000e-03, 2.5395850000e-03, -4.7560303481e+01, -1.9659854429e+03, 1.4023860000e-02, -3.6536980000e-02, -2.8148490969e+01, -1.2043099263e+00, -9.5363020000e-03, -7.6795830000e-03, -3.8241489696e+01, -1.1145874278e+03, 0.0000000000e+00
5.3871140000e+09, 3.9522780000e-03, -1.4185260000e-03, -4.7536807528e+01, -1.9669815946e+03, 1.3686850000e-02, -3.6624930000e-02, -2.8156733706e+01, -1.2131631463e+00, 6.6849750000e-03, -4.2980450000e-03, -4.1995435658e+01, -1.1126951962e+03, 0.0000000000e+00
5.3898120000e+09, 9.8894340000e-04, -4.0648730000e-03, -4.7569321336e+01, -1.9679691439e+03, 1.3487500000e-02, -3.6284320000e-02, -2.8243535315e+01, -1.2149069706e+00, 1.8763280000e-02, -1.2355690000e-02, -3.2969462574e+01, -1.1127061294e+03, 0.0000000000e+00
5.3925100000e+09, -2.8888250000e-03, -3.0169710000e-03, -4.7582686874e+01, -1.9689715007e+03, 1.3472660000e-02, -3.6097260000e-02, -2.8284125583e+01, -1.2135764029e+00, 2.1039600000e-02, -2.4473580000e-02, -2.9822903204e+01, -1.1129845051e+03, 0.0000000000e+00
5.3952080000e+09, -4.1081440000e-03, 5.6801500000e-04, -4.7644844770e+01, -1.9699159883e+03, 1.3567980000e-02, -3.5672280000e-02, -2.8366592049e+01, -1.2073428222e+00, 1.5316140000e-02, -3.2498860000e-02, -2.8891544862e+01, -1.1132541850e+03, 0.0000000000e+00
5.3979060000e+09, -1.7286700000e-03, 3.7886410000e-03, -4.7608982989e+01, -1.9709213285e+03, 1.4075950000e-02, -3.5568490000e-02, -2.8346815119e+01, -1.1939659077e+00, 7.5481260000e-03, -3.3234910000e-02, -2.9349682793e+01, -1.1134712697e+03, 0.0000000000e+00
5.4006040000e+09, 2.1520700000e-03, 3.4843400000e-03, -4.7754143560e+01, -1.9719026798e+03, 1.4405900000e-02, -3.5758470000e-02, -2.8279232890e+01, -1.1878210252e+00, 3.6202850000e-03, -2.9432530000e-02, -3.0558232748e+01, -1.1135722076e+03, 0.0000000000e+00
5.4033020000e+09, 4.1683560000e-03, 2.0372030000e-04, -4.7590342858e+01, -1.9728713523e+03, 1.4552870000e-02, -3.6008950000e-02, -2.8214746933e+01, -1.1867210036e+00, 3.3058070000e-03, -2.5292930000e-02, -3.1866454453e+01, -1.1135646316e+03, 0.0000000000e+00
5.4060000000e+09, 2.3573040000e-03, -3.2957750000e-03, -4.7846529004e+01, -1.9738700949e+03, 1.4394690000e-02, -3.6458000000e-02, -2.8134977186e+01, -1.1947553017e+00, 5.1630920000e-03, -2.2416130000e-02, -3.2764290761e+01, -1.1134682146e+03, 0.0000000000e+00
5.4086980000e+09, -1.5886260000e-03, -3.8981430000e-03, -4.7515546297e+01, -1.9748779671e+03, 1.4075290000e-02, -3.6355150000e-02, -2.8182104965e+01, -1.2014069632e+00, 8.8824380000e-03, -2.0891550000e-02, -3.2878938716e+01, -1.1132925820e+03, 0.0000000000e+00
5.4113960000e+09, -4.0007210000e-03, -8.2773230000e-04, -4.7775200034e+01, -1.9758577619e+03, 1.3782890000e-02, -3.6190760000e-02, -2.8239842667e+01, -1.2069154894e+00, 1.3514610000e-02, -2.2287070000e-02, -3.1679011957e+01, -1.1131494924e+03, 0.0000000000e+00
5.4140940000e+09, -2.8944740000e-03, 2.9568820000e-03, -4.7664675523e+01, -1.9768578424e+03, 1.3699960000e-02, -3.5742030000e-02, -2.8341085402e+01, -1.2047679006e+00, 1.6538740000e-02, -2.7780530000e-02, -2.9807641318e+01, -1.1131576129e+03, 0.0000000000e+00
5.4167920000e+09, 9.4216740000e-04, 4.0837150000e-03, -4.7553664929e+01, -1.9778593212e+03, 1.3958480000e-02, -3.5396300000e-02, -2.8393102609e+01, -1.1951713532e+00, 1.4608300000e-02, -3.5463440000e-02, -2.8323702022e+01, -1.1133038511e+03, 0.0000000000e+00
5.4194900000e+09, 3.7987870000e-03, 1.5006380000e-03, -4.7777337360e+01, -1.9788271565e+03, 1.4347420000e-02, -3.5254820000e-02, -2.8390063130e+01, -1.1843015042e+00, 6.2623980000e-03, -3.9852760000e-02, -2.7884896479e+01, -1.1135387319e+03, 0.0000000000e+00
5.4221880000e+09, 3.3621690000e-03, -2.3837050000e-03, -4.7699030020e+01, -1.9798200981e+03, 1.4841930000e-02, -3.5488060000e-02, -2.8298306440e+01, -1.1746796638e+00, -3.9734170000e-03, -3.6262370000e-02, -2.8759043343e+01, -1.1138037344e+03, 0.0000000000e+00
5.4248860000e+09, -1.1847420000e-04, -4.1989460000e-03, -4.7533738172e+01, -1.9808023758e+03, 1.4900100000e-02, -3.5879270000e-02, -2.8212143582e+01, -1.1771836007e+00, -8.1484220000e-03, -2.5401420000e-02, -3.1477464114e+01, -1.1140050115e+03, 0.0000000000e+00
5.4275840000e+09, -3.4775210000e-03, -2.2493840000e-03, -4.7656629333e+01, -1.9817708170e+03, 1.4728400000e-02, -3.6264590000e-02, -2.8147281226e+01, -1.1850104593e+00, -2.4679820000e-03, -1.5436120000e-02, -3.6119614668e+01, -1.1138531374e+03, 0.0000000000e+00
5.4302820000e+09, -3.8042740000e-03, 1.6820640000e-03, -4.7619077093e+01, -1.9827612721e+03, 1.4288780000e-02, -3.6260220000e-02, -2.8184500062e+01, -1.1954192494e+00, 8.1236330000e-03, -1.3430780000e-02, -3.6083958455e+01, -1.1131506162e+03, 0.0000000000e+00
5.4329800000e+09, -5.8262430000e-04, 4.0366930000e-03, -4.7789943880e+01, -1.9837724185e+03, 1.3880150000e-02, -3.6238100000e-02, -2.8222158481e+01, -1.2050074236e+00, 1.5130590000e-02, -1.9885440000e-02, -3.2045611178e+01, -1.1130441627e+03, 0.0000000000e+00
5.4356780000e+09, 3.0384220000e-03, 2.7084910000e-03, -4.7807317032e+01, -1.9847585061e+03, 1.3770150000e-02, -3.5729070000e-02, -2.8338116799e+01, -1.2029351121e+00, 1.4459100000e-02, -2.8005410000e-02, -3.0028895886e+01, -1.1132179959e+03, 0.0000000000e+00
5.4383760000e+09, 3.9520620000e-03, -1.1081910000e-03, -4.7734804829e+01, -1.9857599444e+03, 1.4091230000e-02, -3.5293590000e-02, -2.8403725818e+01, -1.1909302122e+00, 8.6832440000e-03, -3.1047740000e-02, -2.9832336311e+01, -1.1134218894e+03, 0.0000000000e+00
5.4410740000e+09, 1.3370940000e-03, -3.7418330000e-03, -4.8016416739e+01, -1.9867141576e+03, 1.4514410000e-02, -3.5133750000e-02, -2.8401175805e+01, -1.1790321090e+00, 4.3486910000e-03, -2.8395880000e-02, -3.0834212482e+01, -1.1135426312e+03, 0.0000000000e+00
5.4437720000e+09, -2.5295840000e-03, -3.2005350000e-03, -4.7787887542e+01, -1.9877261903e+03, 1.4982570000e-02, -3.5427070000e-02, -2.8298689763e+01, -1.1706946773e+00, 4.7217560000e-03, -2.5188340000e-02, -3.1826016037e+01, -1.1135092883e+03, 0.0000000000e+00
5.4464700000e+09, -3.9399360000e-03, 3.0168730000e-04, -4.8064827401e+01, -1.9887045722e+03, 1.4985190000e-02, -3.5922450000e-02, -2.8195935782e+01, -1.1755901243e+00, 6.4358780000e-03, -2.5468340000e-02, -3.1611151173e+01, -1.1134470764e+03, 0.0000000000e+00
5.4491680000e+09, -1.9473710000e-03, 3.5608120000e-03, -4.7832632659e+01, -1.9896984940e+03, 1.4660080000e-02, -3.6317430000e-02, -2.8142104082e+01, -1.1871343559e+00, 5.1866960000e-03, -2.6913950000e-02, -3.1242082773e+01, -1.1135042156e+03, 0.0000000000e+00
5.4518660000e+09, 1.8708330000e-03, 3.5727050000e-03, -4.7887663024e+01, -1.9906813311e+03, 1.4182820000e-02, -3.6381060000e-02, -2.8168059409e+01, -1.1990784795e+00, 1.8562080000e-03, -2.5416930000e-02, -3.1874436874e+01, -1.1136216947e+03, 0.0000000000e+00
5.4545640000e+09, 3.9919410000e-03, 3.4732640000e-04, -4.7943564579e+01, -1.9916829540e+03, 1.3766550000e-02, -3.6007920000e-02, -2.8279554138e+01, -1.2056235679e+00, 1.3406900000e-03, -2.0082940000e-02, -3.3924142484e+01, -1.1136279369e+03, 0.0000000000e+00
5.4572620000e+09, 2.4966400000e-03, -3.1304390000e-03, -4.7949890099e+01, -1.9926673016e+03, 1.3638230000e-02, -3.5385250000e-02, -2.8422057089e+01, -1.2029205991e+00, 6.7910590000e-03, -1.5558780000e-02, -3.5403148882e+01, -1.1132830437e+03, 0.0000000000e+00
5.4599600000e+09, -1.1886670000e-03, -3.8451250000e-03, -4.7905408709e+01, -1.9936403560e+03, 1.4083180000e-02, -3.4971860000e-02, -2.8472937869e+01, -1.1879642380e+00, 1.4948180000e-02, -1.7812180000e-02, -3.2670260874e+01, -1.1129963986e+03, 0.0000000000e+00
5.4626580000e+09, -3.8775240000e-03, -1.0803360000e-03, -4.7904228417e+01, -1.9946396112e+03, 1.4545050000e-02, -3.5028120000e-02, -2.8420817800e+01, -1.1772220903e+00, 1.8113270000e-02, -2.7109260000e-02, -2.9734657027e+01, -1.1131055613e+03, 0.0000000000e+00
5.4653560000e+09, -3.0992620000e-03, 2.5027380000e-03, -4.7994470890e+01, -1.9955906488e+03, 1.4872930000e-02, -3.5258570000e-02, -2.8343489381e+01, -1.1716183958e+00, 1.1630640000e-02, -3.6074840000e-02, -2.8426442260e+01, -1.1133827144e+03, 0.0000000000e+00
5.4680540000e+09, 5.3412430000e-04, 3.9881220000e-03, -4.7907422644e+01, -1.9966152679e+03, 1.5030970000e-02, -3.5784910000e-02, -2.8220337921e+01, -1.1731372696e+00, -2.1698140000e-04, -3.6264600000e-02, -2.8810186696e+01, -1.1137005789e+03, 0.0000000000e+00
5.4707520000e+09, 3.5896030000e-03, 1.7026240000e-03, -4.8017780251e+01, -1.9976100335e+03, 1.4562480000e-02, -3.6048170000e-02, -2.8205813945e+01, -1.1868698248e+00, -8.4186440000e-03, -2.6793270000e-02, -3.1030590397e+01, -1.1139990353e+03, 0.0000000000e+00
5.4734500000e+09, 3.3872570000e-03, -1.9897640000e-03, -4.8115589089e+01, -1.9985840505e+03, 1.4131060000e-02, -3.5957010000e-02, -2.8260584759e+01, -1.1963400423e+00, -7.0203910000e-03, -1.4059570000e-02, -3.6073779587e+01, -1.1141577086e+03, 0.0000000000e+00
5.4761480000e+09, 2.4788550000e-04, -4.0511520000e-03, -4.7832199263e+01, -1.9995626113e+03, 1.3659030000e-02, -3.5594050000e-02, -2.8375833218e+01, -1.2043811491e+00, 2.8705410000e-03, -6.1989930000e-03, -4.3309852792e+01, -1.1132609296e+03, 0.0000000000e+00
5.4788460000e+09, -3.2451490000e-03, -2.3865240000e-03, -4.7897754447e+01, -2.0005604206e+03, 1.3696860000e-02, -3.5111270000e-02, -2.8475877297e+01, -1.1988546055e+00, 1.5151170000e-02, -7.5861880000e-03, -3.5419544025e+01, -1.1125880067e+03, 0.0000000000e+00
5.4815440000e+09, -3.7810540000e-03, 1.3477000000e-03, -4.7928326319e+01, -2.0015369164e+03, 1.4000880000e-02, -3.4773890000e-02, -2.8522470036e+01, -1.1880280163e+00, 2.2836630000e-02, -1.6134460000e-02, -3.1068862974e+01, -1.1127388856e+03, 0.0000000000e+00
5.4842420000e+09, -9.6207360000e-04, 3.8080490000e-03, -4.8117235090e+01, -2.0025178528e+03, 1.4529280000e-02, -3.4607980000e-02, -2.8511468786e+01, -1.1733174770e+00, 2.3276220000e-02, -2.6819460000e-02, -2.8992622342e+01, -1.1129798094e+03, 0.0000000000e+00
5.4869400000e+09, 2.6970400000e-03, 2.8998250000e-03, -4.8045705864e+01, -2.0035144988e+03, 1.4925920000e-02, -3.4900870000e-02, -2.8413800794e+01, -1.1666696125e+00, 1.7299000000e-02, -3.5696550000e-02, -2.8031335059e+01, -1.1132433336e+03, 0.0000000000e+00
